x,y,z
113.0, 1.7, -132.7 
113.7, 1.7, -132.3 
114.4, 1.7, -131.9 
114.9, 1.7, -131.5 
114.9, 1.7, -131.5 
115.8, 1.7, -130.9 
116.4, 1.7, -130.5 
117.1, 1.7, -129.9 
117.1, 1.7, -129.9 
117.9, 1.7, -129.2 
118.4, 1.7, -128.7 
118.4, 1.7, -128.7 
119.2, 1.7, -128.0 
119.7, 1.7, -127.5 
120.2, 1.7, -127.0 
120.7, 1.7, -126.5 
121.2, 1.7, -126.0 
121.2, 1.7, -126.0 
121.9, 1.7, -125.2 
122.4, 1.7, -124.6 
123.0, 1.7, -124.0 
123.0, 1.7, -124.0 
123.7, 1.7, -123.1 
124.1, 1.7, -122.6 
124.1, 1.7, -122.6 
124.8, 1.7, -121.6 
125.4, 1.7, -120.8 
125.4, 1.7, -120.8 
125.9, 1.7, -120.1 
126.3, 1.7, -119.4 
126.6, 1.7, -118.9 
127.0, 1.7, -118.3 
127.3, 1.7, -117.6 
127.6, 1.7, -117.2 
127.9, 1.7, -116.5 
128.2, 1.7, -115.9 
128.4, 1.7, -115.2 
128.4, 1.7, -115.2 
128.8, 1.7, -114.4 
129.1, 1.7, -113.6 
129.1, 1.7, -113.6 
129.4, 1.7, -112.5 
129.5, 1.7, -111.8 
129.7, 1.7, -111.2 
129.7, 1.7, -111.2 
129.8, 1.7, -110.3 
129.9, 1.7, -109.4 
129.9, 1.7, -109.4 
130.0, 1.7, -108.5 
130.0, 1.7, -107.6 
130.0, 1.7, -106.9 
130.0, 1.7, -106.9 
130.0, 1.7, -106.0 
130.0, 1.7, -105.1 
130.0, 1.7, -105.1 
130.0, 1.7, -104.2 
129.9, 1.7, -103.2 
129.8, 1.7, -102.5 
129.8, 1.7, -102.5 
129.7, 1.7, -101.4 
129.6, 1.7, -100.7 
129.6, 1.7, -100.7 
129.4, 1.7, -99.6 
129.3, 1.7, -98.7 
129.2, 1.7, -98.0 
129.1, 1.7, -97.3 
129.1, 1.7, -97.3 
128.8, 1.7, -96.1 
128.7, 1.7, -95.4 
128.5, 1.7, -94.5 
128.5, 1.7, -94.5 
128.3, 1.7, -93.7 
128.1, 1.7, -93.0 
127.9, 1.7, -92.5 
127.7, 1.7, -91.8 
127.5, 1.7, -90.9 
127.5, 1.7, -90.9 
127.1, 1.7, -89.7 
126.9, 1.7, -89.1 
126.9, 1.7, -89.1 
126.5, 1.7, -88.1 
126.2, 1.7, -87.2 
126.2, 1.7, -87.2 
125.9, 1.7, -86.4 
125.6, 1.7, -85.5 
125.6, 1.7, -85.5 
125.2, 1.7, -84.7 
125.0, 1.7, -84.1 
124.7, 1.7, -83.4 
124.4, 1.7, -82.7 
124.2, 1.7, -82.2 
124.2, 1.7, -82.2 
123.8, 1.7, -81.3 
123.5, 1.7, -80.6 
123.5, 1.7, -80.6 
123.1, 1.7, -79.6 
122.7, 1.7, -78.8 
122.4, 1.7, -78.2 
122.4, 1.7, -78.2 
121.9, 1.7, -77.2 
121.6, 1.7, -76.6 
121.3, 1.7, -76.0 
120.9, 1.7, -75.3 
120.7, 1.7, -74.9 
120.3, 1.7, -74.2 
120.0, 1.7, -73.8 
119.7, 1.7, -73.2 
119.3, 1.7, -72.5 
118.9, 1.7, -71.9 
118.6, 1.7, -71.3 
118.2, 1.7, -70.7 
117.9, 1.7, -70.3 
117.4, 1.7, -69.5 
117.2, 1.7, -69.0 
116.8, 1.7, -68.4 
116.5, 1.7, -68.0 
116.1, 1.7, -67.4 
115.7, 1.7, -66.8 
115.3, 1.7, -66.2 
114.9, 1.7, -65.6 
114.5, 1.7, -65.0 
114.2, 1.7, -64.4 
113.9, 1.7, -63.9 
113.5, 1.7, -63.3 
113.0, 1.7, -62.6 
112.7, 1.7, -62.0 
112.3, 1.7, -61.4 
111.9, 1.7, -60.8 
111.5, 1.7, -60.1 
111.2, 1.7, -59.5 
110.8, 1.7, -58.9 
110.4, 1.7, -58.3 
110.1, 1.7, -57.9 
109.6, 1.7, -56.9 
108.7, 1.7, -55.4 
108.4, 1.7, -54.9 
108.0, 1.7, -54.3 
107.6, 1.7, -53.6 
107.3, 1.7, -53.1 
106.9, 1.7, -52.5 
106.5, 1.7, -51.9 
106.1, 1.7, -51.3 
105.8, 1.7, -50.9 
105.4, 1.7, -50.1 
105.0, 1.7, -49.5 
104.5, 1.7, -48.9 
104.0, 1.7, -48.2 
103.6, 1.7, -47.6 
103.3, 1.7, -47.2 
102.8, 1.7, -46.5 
102.4, 1.7, -46.1 
102.1, 1.7, -45.6 
101.7, 1.7, -45.1 
101.2, 1.7, -44.5 
100.9, 1.7, -44.1 
100.4, 1.7, -43.5 
100.0, 1.7, -43.0 
99.5, 1.7, -42.4 
99.2, 1.7, -42.0 
98.8, 1.7, -41.5 
98.3, 1.7, -40.9 
98.0, 1.7, -40.5 
97.5, 1.7, -39.9 
97.1, 1.7, -39.4 
96.7, 1.7, -38.8 
96.1, 1.7, -38.1 
95.7, 1.7, -37.5 
95.2, 1.7, -36.8 
94.7, 1.7, -36.2 
94.3, 1.7, -35.6 
93.9, 1.7, -35.1 
93.5, 1.7, -34.5 
93.2, 1.7, -34.0 
92.8, 1.7, -33.5 
92.3, 1.7, -32.7 
91.9, 1.7, -32.1 
91.6, 1.7, -31.7 
91.2, 1.7, -31.1 
90.9, 1.7, -30.7 
90.4, 1.7, -29.9 
90.0, 1.7, -29.3 
89.6, 1.7, -28.7 
89.6, 1.7, -28.7 
89.0, 1.7, -27.8 
88.7, 1.7, -27.4 
88.3, 1.7, -26.8 
87.9, 1.7, -26.2 
87.7, 1.7, -25.7 
87.2, 1.7, -25.0 
86.8, 1.7, -24.4 
86.5, 1.7, -23.9 
86.1, 1.7, -23.3 
85.8, 1.7, -22.8 
85.4, 1.7, -22.2 
85.1, 1.7, -21.6 
84.7, 1.7, -21.0 
84.3, 1.7, -20.4 
84.0, 1.7, -19.8 
83.6, 1.7, -19.2 
83.2, 1.7, -18.6 
82.9, 1.7, -18.0 
82.5, 1.7, -17.3 
82.2, 1.7, -16.7 
81.9, 1.7, -16.2 
81.7, 1.7, -15.8 
81.4, 1.7, -15.1 
81.0, 1.7, -14.5 
80.7, 1.7, -13.9 
80.4, 1.7, -13.2 
80.2, 1.7, -12.7 
79.9, 1.7, -12.1 
79.7, 1.7, -11.6 
79.4, 1.7, -10.9 
79.2, 1.7, -10.4 
78.9, 1.7, -9.8 
78.7, 1.7, -9.3 
78.4, 1.7, -8.6 
78.2, 1.7, -8.0 
77.8, 1.7, -7.1 
77.6, 1.7, -6.5 
77.4, 1.7, -5.8 
77.1, 1.7, -5.1 
76.9, 1.7, -4.4 
76.8, 1.7, -3.9 
76.6, 1.7, -3.2 
76.5, 1.7, -2.7 
76.3, 1.7, -2.0 
76.2, 1.7, -1.5 
76.0, 1.7, -0.6 
76.0, 1.7, 0.1 
76.0, 1.7, 0.1 
75.9, 1.7, 1.2 
75.8, 1.7, 1.7 
75.8, 1.7, 2.4 
75.9, 1.7, 3.1 
75.9, 1.7, 3.8 
76.0, 1.7, 4.4 
76.1, 1.7, 5.2 
76.1, 1.7, 5.2 
76.4, 1.7, 6.1 
76.6, 1.7, 6.8 
76.8, 1.7, 7.5 
77.1, 1.7, 8.1 
77.3, 1.7, 8.6 
77.7, 1.7, 9.2 
78.0, 1.7, 9.8 
78.4, 1.7, 10.4 
79.0, 1.7, 11.1 
79.3, 1.7, 11.5 
79.9, 1.7, 12.2 
80.4, 1.7, 12.7 
81.1, 1.7, 13.3 
81.6, 1.7, 13.8 
82.2, 1.7, 14.2 
82.7, 1.7, 14.7 
83.4, 1.7, 15.3 
83.4, 1.7, 15.3 
84.2, 1.7, 16.0 
84.7, 1.7, 16.4 
85.3, 1.7, 16.9 
86.0, 1.7, 17.5 
86.5, 1.7, 17.9 
87.1, 1.7, 18.4 
87.5, 1.7, 18.7 
87.9, 1.7, 19.1 
88.5, 1.7, 19.5 
89.0, 1.7, 20.0 
89.4, 1.7, 20.3 
90.1, 1.7, 20.9 
90.7, 1.7, 21.3 
91.2, 1.7, 21.8 
91.7, 1.7, 22.1 
92.4, 1.7, 22.6 
92.9, 1.7, 23.1 
93.5, 1.7, 23.5 
94.1, 1.7, 23.9 
94.5, 1.7, 24.2 
95.1, 1.7, 24.6 
95.8, 1.7, 25.2 
96.4, 1.7, 25.6 
97.0, 1.7, 25.9 
97.6, 1.7, 26.3 
98.2, 1.7, 26.7 
99.0, 1.7, 27.2 
99.6, 1.7, 27.5 
100.2, 1.7, 27.9 
100.9, 1.7, 28.2 
101.5, 1.7, 28.6 
102.1, 1.7, 28.9 
102.9, 1.7, 29.3 
103.6, 1.7, 29.6 
104.2, 1.7, 30.0 
104.8, 1.7, 30.3 
105.5, 1.7, 30.6 
106.3, 1.7, 30.9 
106.9, 1.7, 31.2 
107.4, 1.7, 31.5 
108.1, 1.7, 31.8 
108.7, 1.7, 32.1 
109.4, 1.7, 32.4 
110.2, 1.7, 32.7 
110.8, 1.7, 33.1 
111.5, 1.7, 33.4 
112.3, 1.7, 33.8 
112.8, 1.7, 34.0 
113.4, 1.7, 34.3 
114.0, 1.7, 34.7 
114.8, 1.7, 35.1 
115.3, 1.7, 35.4 
116.1, 1.7, 35.8 
116.7, 1.7, 36.1 
117.3, 1.7, 36.5 
117.9, 1.7, 36.9 
118.5, 1.7, 37.2 
119.1, 1.7, 37.6 
119.9, 1.7, 38.0 
120.4, 1.7, 38.3 
121.0, 1.7, 38.7 
121.8, 1.7, 39.1 
122.4, 1.7, 39.5 
122.9, 1.7, 39.7 
123.5, 1.7, 40.1 
124.1, 1.7, 40.4 
124.6, 1.7, 40.7 
125.4, 1.7, 41.1 
126.0, 1.7, 41.4 
126.6, 1.7, 41.7 
127.3, 1.7, 42.1 
127.9, 1.7, 42.4 
128.6, 1.7, 42.7 
129.2, 1.7, 43.0 
129.9, 1.7, 43.3 
130.5, 1.7, 43.6 
131.3, 1.7, 44.0 
131.8, 1.7, 44.2 
132.4, 1.7, 44.5 
133.1, 1.7, 44.8 
133.7, 1.7, 45.1 
134.4, 1.7, 45.4 
135.0, 1.7, 45.8 
135.7, 1.7, 46.1 
136.3, 1.7, 46.4 
136.9, 1.7, 46.8 
137.6, 1.7, 47.1 
138.0, 1.7, 47.3 
138.6, 1.7, 47.7 
139.1, 1.7, 48.0 
139.7, 1.7, 48.3 
140.2, 1.7, 48.6 
140.8, 1.7, 48.9 
141.3, 1.7, 49.2 
141.9, 1.7, 49.6 
142.3, 1.7, 49.9 
143.0, 1.7, 50.2 
143.6, 1.7, 50.6 
144.2, 1.7, 51.0 
144.6, 1.7, 51.2 
145.3, 1.7, 51.6 
145.7, 1.7, 51.9 
146.3, 1.7, 52.3 
147.1, 1.7, 52.7 
147.5, 1.7, 53.0 
148.1, 1.7, 53.4 
148.8, 1.7, 53.8 
149.4, 1.7, 54.1 
150.0, 1.7, 54.5 
150.4, 1.7, 54.8 
151.0, 1.7, 55.2 
151.6, 1.7, 55.6 
152.2, 1.7, 55.9 
152.9, 1.7, 56.3 
153.6, 1.7, 56.8 
154.1, 1.7, 57.1 
154.8, 1.7, 57.6 
155.3, 1.7, 57.9 
155.9, 1.7, 58.3 
156.4, 1.7, 58.7 
157.0, 1.7, 59.1 
157.6, 1.7, 59.5 
158.4, 1.7, 60.0 
158.9, 1.7, 60.4 
159.4, 1.7, 60.7 
159.9, 1.7, 61.1 
160.5, 1.7, 61.6 
161.1, 1.7, 62.0 
161.6, 1.7, 62.5 
162.1, 1.7, 62.8 
162.6, 1.7, 63.2 
163.2, 1.7, 63.7 
163.7, 1.7, 64.2 
164.4, 1.7, 64.7 
164.9, 1.7, 65.2 
165.5, 1.7, 65.7 
166.0, 1.7, 66.2 
166.5, 1.7, 66.6 
166.9, 1.7, 67.0 
167.4, 1.7, 67.5 
167.9, 1.7, 68.0 
168.4, 1.7, 68.5 
169.2, 1.7, 69.3 
169.2, 1.7, 69.3 
169.9, 1.7, 70.1 
170.5, 1.7, 70.7 
171.0, 1.7, 71.3 
171.4, 1.7, 71.8 
171.9, 1.7, 72.4 
172.2, 1.7, 72.8 
172.5, 1.7, 73.2 
173.0, 1.7, 73.8 
173.3, 1.7, 74.2 
173.7, 1.7, 74.8 
174.1, 1.7, 75.4 
174.5, 1.7, 76.0 
174.9, 1.7, 76.6 
175.4, 1.7, 77.4 
175.6, 1.7, 77.8 
176.0, 1.7, 78.4 
176.3, 1.7, 79.1 
176.6, 1.7, 79.7 
176.9, 1.7, 80.2 
177.2, 1.7, 80.8 
177.5, 1.7, 81.5 
177.7, 1.7, 82.1 
178.0, 1.7, 82.8 
178.2, 1.7, 83.5 
178.5, 1.7, 84.2 
178.6, 1.7, 84.7 
178.8, 1.7, 85.4 
179.0, 1.7, 86.0 
179.2, 1.7, 86.7 
179.3, 1.7, 87.3 
179.5, 1.7, 88.0 
179.6, 1.7, 88.5 
179.6, 1.7, 89.0 
179.7, 1.7, 89.5 
179.8, 1.7, 90.2 
179.9, 1.7, 91.1 
180.0, 1.7, 91.8 
180.1, 1.7, 92.6 
180.1, 1.7, 93.3 
180.1, 1.7, 94.0 
180.1, 1.7, 94.7 
180.1, 1.7, 95.6 
180.1, 1.7, 96.3 
180.1, 1.7, 96.3 
180.0, 1.7, 97.2 
180.0, 1.7, 97.9 
179.9, 1.7, 98.4 
179.9, 1.7, 99.2 
179.8, 1.7, 99.7 
179.7, 1.7, 100.4 
179.6, 1.7, 101.1 
179.5, 1.7, 101.6 
179.3, 1.7, 102.3 
179.2, 1.7, 103.0 
179.0, 1.7, 103.7 
178.9, 1.7, 104.2 
178.7, 1.7, 104.8 
178.6, 1.7, 105.5 
178.5, 1.7, 105.8 
178.2, 1.7, 106.6 
178.0, 1.7, 107.3 
177.8, 1.7, 107.8 
177.5, 1.7, 108.7 
177.2, 1.7, 109.3 
177.0, 1.7, 109.8 
176.6, 1.7, 110.8 
176.3, 1.7, 111.5 
176.0, 1.7, 111.9 
176.0, 1.7, 111.9 
175.6, 1.7, 112.9 
175.2, 1.7, 113.5 
174.9, 1.7, 114.2 
174.6, 1.7, 114.8 
174.1, 1.7, 115.6 
173.8, 1.7, 116.2 
173.4, 1.7, 116.8 
173.1, 1.7, 117.4 
172.8, 1.7, 117.9 
172.4, 1.7, 118.5 
171.9, 1.7, 119.3 
171.5, 1.7, 119.9 
171.1, 1.7, 120.5 
170.8, 1.7, 121.1 
170.4, 1.7, 121.6 
170.4, 1.7, 121.6 
169.7, 1.7, 122.5 
169.2, 1.7, 123.3 
168.9, 1.7, 123.7 
168.5, 1.7, 124.3 
168.5, 1.7, 124.3 
167.8, 1.7, 125.1 
167.4, 1.7, 125.7 
167.0, 1.7, 126.3 
166.5, 1.7, 126.8 
166.2, 1.7, 127.2 
165.7, 1.7, 127.8 
165.2, 1.7, 128.3 
164.9, 1.7, 128.7 
164.4, 1.7, 129.2 
163.8, 1.7, 129.9 
163.5, 1.7, 130.3 
163.0, 1.7, 130.8 
162.3, 1.7, 131.5 
161.8, 1.7, 132.0 
161.3, 1.7, 132.5 
160.7, 1.7, 133.1 
160.3, 1.7, 133.5 
159.7, 1.7, 134.1 
159.4, 1.7, 134.3 
158.9, 1.7, 134.8 
158.2, 1.7, 135.4 
157.8, 1.7, 135.8 
157.3, 1.7, 136.3 
156.6, 1.7, 136.8 
156.2, 1.7, 137.2 
155.6, 1.7, 137.7 
155.0, 1.7, 138.2 
154.4, 1.7, 138.7 
153.8, 1.7, 139.1 
153.3, 1.7, 139.5 
152.7, 1.7, 140.0 
152.3, 1.7, 140.3 
151.7, 1.7, 140.7 
151.1, 1.7, 141.1 
149.0, 1.7, 142.5 
148.6, 1.7, 142.8 
148.0, 1.7, 143.2 
147.2, 1.7, 143.7 
146.8, 1.7, 144.0 
146.2, 1.7, 144.4 
145.6, 1.7, 144.7 
144.9, 1.7, 145.1 
144.3, 1.7, 145.5 
143.6, 1.7, 145.9 
143.6, 1.7, 145.9 
142.8, 1.7, 146.3 
142.0, 1.7, 146.8 
142.0, 1.7, 146.8 
141.2, 1.7, 147.2 
140.4, 1.7, 147.6 
139.8, 1.7, 147.9 
139.8, 1.7, 147.9 
138.8, 1.7, 148.4 
138.2, 1.7, 148.8 
137.4, 1.7, 149.2 
137.4, 1.7, 149.2 
136.5, 1.7, 149.7 
135.8, 1.7, 150.0 
135.8, 1.7, 150.0 
134.9, 1.7, 150.5 
134.1, 1.7, 150.9 
133.4, 1.7, 151.2 
133.4, 1.7, 151.2 
132.3, 1.7, 151.7 
131.6, 1.7, 152.0 
130.6, 1.7, 152.4 
130.6, 1.7, 152.4 
129.6, 1.7, 152.8 
129.6, 1.7, 152.8 
128.6, 1.7, 153.1 
127.9, 1.7, 153.4 
127.3, 1.7, 153.6 
126.8, 1.7, 153.8 
125.9, 1.7, 154.1 
125.2, 1.7, 154.3 
124.5, 1.7, 154.5 
123.7, 1.7, 154.7 
123.7, 1.7, 154.7 
122.8, 1.7, 155.0 
121.8, 1.7, 155.3 
121.8, 1.7, 155.3 
120.8, 1.7, 155.6 
120.1, 1.7, 155.8 
120.1, 1.7, 155.8 
119.0, 1.7, 156.0 
118.2, 1.7, 156.3 
118.2, 1.7, 156.3 
117.3, 1.7, 156.5 
116.6, 1.7, 156.7 
115.7, 1.7, 156.9 
115.0, 1.7, 157.0 
114.4, 1.7, 157.2 
113.5, 1.7, 157.4 
113.5, 1.7, 157.4 
112.6, 1.7, 157.6 
111.7, 1.7, 157.8 
111.7, 1.7, 157.8 
110.7, 1.7, 158.0 
109.8, 1.7, 158.2 
109.8, 1.7, 158.2 
108.7, 1.7, 158.3 
108.0, 1.7, 158.4 
107.5, 1.7, 158.5 
106.8, 1.7, 158.6 
106.1, 1.7, 158.7 
105.2, 1.7, 158.7 
104.5, 1.7, 158.8 
104.5, 1.7, 158.8 
103.4, 1.7, 158.9 
102.7, 1.7, 158.9 
102.7, 1.7, 158.9 
101.6, 1.7, 158.9 
100.9, 1.7, 158.9 
100.0, 1.7, 159.0 
100.0, 1.7, 159.0 
99.1, 1.7, 159.0 
98.2, 1.7, 159.0 
97.7, 1.7, 159.1 
96.8, 1.7, 159.1 
96.1, 1.7, 159.2 
96.1, 1.7, 159.2 
94.8, 1.7, 159.3 
94.8, 1.7, 159.3 
93.8, 1.7, 159.3 
93.1, 1.7, 159.4 
92.2, 1.7, 159.5 
91.5, 1.7, 159.5 
90.7, 1.7, 159.6 
90.7, 1.7, 159.6 
89.7, 1.7, 159.7 
89.0, 1.7, 159.7 
88.3, 1.7, 159.7 
87.7, 1.7, 159.7 
86.8, 1.7, 159.7 
86.8, 1.7, 159.7 
85.8, 1.7, 159.7 
84.9, 1.7, 159.7 
84.9, 1.7, 159.7 
84.0, 1.7, 159.7 
83.1, 1.7, 159.6 
83.1, 1.7, 159.6 
82.0, 1.7, 159.5 
81.3, 1.7, 159.4 
80.8, 1.7, 159.3 
79.9, 1.7, 159.2 
79.2, 1.7, 159.1 
78.5, 1.7, 159.0 
78.5, 1.7, 159.0 
77.4, 1.7, 158.8 
76.7, 1.7, 158.7 
76.7, 1.7, 158.7 
75.8, 1.7, 158.5 
75.0, 1.7, 158.3 
74.2, 1.7, 158.2 
73.5, 1.7, 158.1 
72.8, 1.7, 157.9 
72.8, 1.7, 157.9 
71.6, 1.7, 157.7 
70.9, 1.7, 157.6 
70.9, 1.7, 157.6 
69.8, 1.7, 157.4 
69.1, 1.7, 157.3 
69.1, 1.7, 157.3 
68.1, 1.7, 157.2 
67.2, 1.7, 157.1 
66.5, 1.7, 157.0 
65.9, 1.7, 156.9 
65.2, 1.7, 156.8 
64.7, 1.7, 156.8 
64.7, 1.7, 156.8 
63.8, 1.7, 156.6 
63.1, 1.7, 156.5 
62.4, 1.7, 156.4 
61.5, 1.7, 156.3 
60.8, 1.7, 156.2 
60.1, 1.7, 156.0 
59.4, 1.7, 155.9 
59.4, 1.7, 155.9 
58.2, 1.7, 155.6 
57.5, 1.7, 155.4 
57.5, 1.7, 155.4 
56.5, 1.7, 155.2 
55.8, 1.7, 155.0 
54.9, 1.7, 154.7 
54.4, 1.7, 154.6 
54.4, 1.7, 154.6 
53.2, 1.7, 154.2 
52.5, 1.7, 154.0 
51.8, 1.7, 153.8 
51.3, 1.7, 153.7 
51.3, 1.7, 153.7 
50.5, 1.7, 153.4 
49.6, 1.7, 153.1 
48.9, 1.7, 152.9 
48.3, 1.7, 152.7 
47.4, 1.7, 152.4 
46.9, 1.7, 152.2 
46.2, 1.7, 152.0 
45.5, 1.7, 151.8 
45.5, 1.7, 151.8 
44.5, 1.7, 151.5 
43.7, 1.7, 151.2 
43.7, 1.7, 151.2 
42.8, 1.7, 150.9 
41.8, 1.7, 150.5 
41.8, 1.7, 150.5 
40.8, 1.7, 150.2 
40.8, 1.7, 150.2 
39.8, 1.7, 149.8 
39.1, 1.7, 149.6 
38.4, 1.7, 149.4 
37.7, 1.7, 149.1 
37.7, 1.7, 149.1 
36.7, 1.7, 148.8 
35.9, 1.7, 148.5 
35.9, 1.7, 148.5 
35.1, 1.7, 148.2 
34.2, 1.7, 147.9 
33.7, 1.7, 147.7 
32.7, 1.7, 147.3 
32.7, 1.7, 147.3 
31.7, 1.7, 146.9 
31.1, 1.7, 146.6 
30.4, 1.7, 146.4 
29.7, 1.7, 146.1 
29.1, 1.7, 145.8 
28.2, 1.7, 145.5 
27.7, 1.7, 145.3 
26.9, 1.7, 144.9 
26.3, 1.7, 144.7 
25.6, 1.7, 144.4 
24.8, 1.7, 144.1 
24.1, 1.7, 143.8 
24.1, 1.7, 143.8 
23.3, 1.7, 143.5 
22.4, 1.7, 143.2 
21.8, 1.7, 142.9 
21.1, 1.7, 142.6 
20.4, 1.7, 142.4 
20.4, 1.7, 142.4 
19.6, 1.7, 142.1 
18.9, 1.7, 141.8 
18.1, 1.7, 141.5 
17.6, 1.7, 141.3 
16.8, 1.7, 141.0 
16.1, 1.7, 140.7 
15.2, 1.7, 140.4 
14.6, 1.7, 140.2 
13.9, 1.7, 139.9 
13.2, 1.7, 139.6 
12.6, 1.7, 139.4 
11.9, 1.7, 139.1 
11.1, 1.7, 138.8 
10.6, 1.7, 138.6 
9.8, 1.7, 138.2 
9.8, 1.7, 138.2 
8.8, 1.7, 137.8 
8.2, 1.7, 137.5 
8.2, 1.7, 137.5 
7.2, 1.7, 137.0 
6.4, 1.7, 136.6 
6.4, 1.7, 136.6 
5.4, 1.7, 136.1 
4.8, 1.7, 135.8 
4.2, 1.7, 135.5 
3.4, 1.7, 135.0 
2.7, 1.7, 134.7 
2.0, 1.7, 134.3 
2.0, 1.7, 134.3 
1.0, 1.7, 133.8 
0.2, 1.7, 133.3 
-0.4, 1.7, 133.0 
-1.0, 1.7, 132.6 
-1.6, 1.7, 132.3 
-2.3, 1.7, 131.9 
-2.7, 1.7, 131.7 
-3.2, 1.7, 131.4 
-4.0, 1.7, 131.0 
-4.5, 1.7, 130.7 
-4.9, 1.7, 130.5 
-5.6, 1.7, 130.1 
-6.2, 1.7, 129.8 
-6.8, 1.7, 129.5 
-7.5, 1.7, 129.1 
-8.1, 1.7, 128.8 
-8.7, 1.7, 128.5 
-9.5, 1.7, 128.1 
-10.0, 1.7, 127.8 
-10.6, 1.7, 127.5 
-11.3, 1.7, 127.2 
-11.9, 1.7, 126.8 
-12.5, 1.7, 126.5 
-13.3, 1.7, 126.1 
-14.0, 1.7, 125.8 
-14.6, 1.7, 125.4 
-15.2, 1.7, 125.1 
-15.7, 1.7, 124.8 
-16.3, 1.7, 124.5 
-16.9, 1.7, 124.1 
-17.6, 1.7, 123.8 
-18.3, 1.7, 123.3 
-18.9, 1.7, 122.9 
-19.4, 1.7, 122.6 
-20.0, 1.7, 122.2 
-20.6, 1.7, 121.9 
-21.0, 1.7, 121.6 
-21.6, 1.7, 121.2 
-22.2, 1.7, 120.8 
-22.8, 1.7, 120.4 
-23.4, 1.7, 120.0 
-24.0, 1.7, 119.6 
-24.6, 1.7, 119.2 
-25.4, 1.7, 118.7 
-26.0, 1.7, 118.3 
-26.6, 1.7, 118.0 
-27.0, 1.7, 117.7 
-27.7, 1.7, 117.3 
-28.1, 1.7, 117.0 
-28.7, 1.7, 116.6 
-29.3, 1.7, 116.3 
-29.9, 1.7, 115.9 
-30.4, 1.7, 115.6 
-31.2, 1.7, 115.1 
-31.8, 1.7, 114.8 
-32.4, 1.7, 114.4 
-33.0, 1.7, 114.0 
-33.4, 1.7, 113.7 
-34.2, 1.7, 113.3 
-34.8, 1.7, 112.9 
-35.4, 1.7, 112.5 
-35.8, 1.7, 112.2 
-36.6, 1.7, 111.7 
-37.0, 1.7, 111.4 
-37.6, 1.7, 111.0 
-38.4, 1.7, 110.5 
-38.8, 1.7, 110.2 
-39.5, 1.7, 109.7 
-40.3, 1.7, 109.2 
-40.9, 1.7, 108.8 
-40.9, 1.7, 108.8 
-41.7, 1.7, 108.1 
-42.3, 1.7, 107.7 
-42.9, 1.7, 107.3 
-43.6, 1.7, 106.8 
-43.6, 1.7, 106.8 
-44.4, 1.7, 106.3 
-45.4, 1.7, 105.5 
-45.4, 1.7, 105.5 
-46.2, 1.7, 104.9 
