x,y,z
122.5, 1.7, -78.2 
122.1, 1.7, -77.4 
121.7, 1.7, -76.6 
121.7, 1.7, -76.6 
121.1, 1.7, -75.5 
121.1, 1.7, -75.5 
120.6, 1.7, -74.6 
120.1, 1.7, -73.8 
120.1, 1.7, -73.8 
119.6, 1.7, -72.9 
119.1, 1.7, -72.2 
118.7, 1.7, -71.4 
118.3, 1.7, -70.8 
117.9, 1.7, -70.2 
117.5, 1.7, -69.6 
116.5, 1.7, -67.9 
116.1, 1.7, -67.3 
115.4, 1.7, -66.3 
115.4, 1.7, -66.3 
114.8, 1.7, -65.4 
114.3, 1.7, -64.7 
114.3, 1.7, -64.7 
113.7, 1.7, -63.8 
113.2, 1.7, -63.0 
112.7, 1.7, -62.3 
112.2, 1.7, -61.6 
112.2, 1.7, -61.6 
111.7, 1.7, -60.8 
111.2, 1.7, -60.1 
110.8, 1.7, -59.5 
110.3, 1.7, -58.8 
109.9, 1.7, -58.2 
109.3, 1.7, -57.3 
109.3, 1.7, -57.3 
108.4, 1.7, -56.0 
108.4, 1.7, -56.0 
107.7, 1.7, -55.0 
107.1, 1.7, -54.2 
106.7, 1.7, -53.6 
106.3, 1.7, -53.0 
105.9, 1.7, -52.4 
105.5, 1.7, -51.7 
105.1, 1.7, -51.1 
104.7, 1.7, -50.5 
104.2, 1.7, -49.8 
104.2, 1.7, -49.8 
103.6, 1.7, -48.7 
103.6, 1.7, -48.7 
103.0, 1.7, -47.8 
102.5, 1.7, -47.0 
102.5, 1.7, -47.0 
101.9, 1.7, -46.0 
101.9, 1.7, -46.0 
101.4, 1.7, -45.2 
101.1, 1.7, -44.6 
100.6, 1.7, -43.8 
100.6, 1.7, -43.8 
100.0, 1.7, -42.9 
99.5, 1.7, -42.2
99.1, 1.7, -41.6
98.7, 1.7, -41.0
98.3, 1.7, -40.4
97.9, 1.7, -39.8
97.5, 1.7, -39.3
97.1, 1.7, -38.7
96.6, 1.7, -37.9
96.3, 1.7, -37.5
95.7, 1.7, -36.8
95.3, 1.7, -36.2
95.3, 1.7, -36.2
94.7, 1.7, -35.4
94.3, 1.7, -34.8
93.8, 1.7, -34.1
93.3, 1.7, -33.5
92.8, 1.7, -32.8
92.4, 1.7, -32.2
91.8, 1.7, -31.5
91.4, 1.7, -30.9
90.9, 1.7, -30.2
90.3, 1.7, -29.5
90.3, 1.7, -29.5
89.6, 1.7, -28.5
89.6, 1.7, -28.5
89.1, 1.7, -27.8
88.5, 1.7, -27.0
88.1, 1.7, -26.5
87.7, 1.7, -25.9
87.3, 1.7, -25.3
86.8, 1.7, -24.7
86.4, 1.7, -24.2
86.0, 1.7, -23.6
85.6, 1.7, -23.0
85.1, 1.7, -22.3
84.7, 1.7, -21.8
84.2, 1.7, -21.1
83.8, 1.7, -20.5
83.4, 1.7, -19.9
83.0, 1.7, -19.3
82.7, 1.7, -18.7
82.3, 1.7, -18.1
81.9, 1.7, -17.5
81.5, 1.7, -16.9
81.1, 1.7, -16.1
80.7, 1.7, -15.5
80.3, 1.7, -14.7
80.3, 1.7, -14.7
79.8, 1.7, -13.8
79.5, 1.7, -13.3
79.1, 1.7, -12.5
78.7, 1.7, -11.7
78.7, 1.7, -11.7
78.2, 1.7, -10.8
77.9, 1.7, -10.1
77.6, 1.7, -9.5
77.6, 1.7, -9.5
77.1, 1.7, -8.5
76.8, 1.7, -7.9
76.6, 1.7, -7.2
76.3, 1.7, -6.5
76.1, 1.7, -5.9
76.1, 1.7, -5.9
75.8, 1.7, -4.8
75.5, 1.7, -4.0
75.5, 1.7, -4.0
75.2, 1.7, -2.7
75.1, 1.7, -2.0
75.1, 1.7, -1.5
75.0, 1.7, -0.6
74.9, 1.7, 0.3
74.9, 1.7, 0.3
75.0, 1.7, 1.3
75.0, 1.7, 2.0
75.0, 1.7, 2.0
75.2, 1.7, 3.1
75.3, 1.7, 3.8
75.5, 1.7, 4.7
75.5, 1.7, 4.7
75.8, 1.7, 5.5
76.1, 1.7, 6.3
76.1, 1.7, 6.3
76.6, 1.7, 7.3
77.0, 1.7, 8.1
77.0, 1.7, 8.1
77.4, 1.7, 8.8
77.8, 1.7, 9.5
78.2, 1.7, 10.1
78.7, 1.7, 10.8
79.1, 1.7, 11.4
79.5, 1.7, 11.9
80.1, 1.7, 12.6
80.6, 1.7, 13.2
81.2, 1.7, 13.8
81.2, 1.7, 13.8
81.9, 1.7, 14.6
82.4, 1.7, 15.1
82.4, 1.7, 15.1
83.2, 1.7, 15.9
83.7, 1.7, 16.4
84.1, 1.7, 16.7
84.7, 1.7, 17.3
85.4, 1.7, 17.9
85.4, 1.7, 17.9
86.3, 1.7, 18.5
87.0, 1.7, 19.1
87.0, 1.7, 19.1
87.8, 1.7, 19.7
87.8, 1.7, 19.7
88.8, 1.7, 20.5
89.4, 1.7, 20.9
90.1, 1.7, 21.4
90.7, 1.7, 21.8
90.7, 1.7, 21.8
91.8, 1.7, 22.4
92.4, 1.7, 22.8
93.0, 1.7, 23.2
93.6, 1.7, 23.5
94.4, 1.7, 24.0
95.0, 1.7, 24.3
95.8, 1.7, 24.8
95.8, 1.7, 24.8
96.7, 1.7, 25.3
97.5, 1.7, 25.7
97.5, 1.7, 25.7
98.5, 1.7, 26.2
99.4, 1.7, 26.7
99.4, 1.7, 26.7
100.3, 1.7, 27.2
101.0, 1.7, 27.6
101.0, 1.7, 27.6
101.9, 1.7, 28.1
102.9, 1.7, 28.6
102.9, 1.7, 28.6
103.8, 1.7, 29.1
104.6, 1.7, 29.5
104.6, 1.7, 29.5
105.5, 1.7, 30.0
106.2, 1.7, 30.3
106.2, 1.7, 30.3
107.3, 1.7, 30.9
108.1, 1.7, 31.3
108.1, 1.7, 31.3
109.0, 1.7, 31.8
109.7, 1.7, 32.1
110.1, 1.7, 32.4
110.9, 1.7, 32.8
111.6, 1.7, 33.1
112.2, 1.7, 33.4
113.0, 1.7, 33.8
113.8, 1.7, 34.3
114.3, 1.7, 34.5
114.9, 1.7, 34.8
115.5, 1.7, 35.2
116.2, 1.7, 35.5
116.8, 1.7, 35.8
117.6, 1.7, 36.2
118.2, 1.7, 36.6
119.0, 1.7, 37.0
120.1, 1.7, 37.6
120.1, 1.7, 37.6
120.1, 1.7, 37.6
121.7, 1.7, 38.4
121.7, 1.7, 38.4
122.7, 1.7, 38.9
123.5, 1.7, 39.3
123.5, 1.7, 39.3
124.4, 1.7, 39.8
125.2, 1.7, 40.2
125.8, 1.7, 40.5
126.3, 1.7, 40.8
127.0, 1.7, 41.1
127.8, 1.7, 41.5
128.4, 1.7, 41.8
129.2, 1.7, 42.2
129.2, 1.7, 42.2
130.1, 1.7, 42.7
130.8, 1.7, 43.0
131.6, 1.7, 43.5
131.6, 1.7, 43.5
132.5, 1.7, 43.9
133.3, 1.7, 44.3
134.0, 1.7, 44.7
134.0, 1.7, 44.7
134.8, 1.7, 45.1
135.4, 1.7, 45.4
136.2, 1.7, 45.8
136.8, 1.7, 46.1
137.5, 1.7, 46.5
138.3, 1.7, 46.9
138.3, 1.7, 46.9
139.2, 1.7, 47.4
140.0, 1.7, 47.8
140.6, 1.7, 48.1
140.6, 1.7, 48.1
141.6, 1.7, 48.6
142.5, 1.7, 49.1
142.5, 1.7, 49.1
143.5, 1.7, 49.6
143.5, 1.7, 49.6
144.2, 1.7, 50.1
145.0, 1.7, 50.5
145.5, 1.7, 50.8
146.3, 1.7, 51.2
146.9, 1.7, 51.5
147.7, 1.7, 52.0
147.7, 1.7, 52.0
148.7, 1.7, 52.6
148.7, 1.7, 52.6
149.7, 1.7, 53.1
150.3, 1.7, 53.5
150.9, 1.7, 53.9
151.7, 1.7, 54.3
151.7, 1.7, 54.3
152.7, 1.7, 55.0
152.7, 1.7, 55.0
153.6, 1.7, 55.6
154.2, 1.7, 55.9
154.8, 1.7, 56.3
155.4, 1.7, 56.7
156.0, 1.7, 57.1
156.6, 1.7, 57.5
157.2, 1.7, 57.9
157.8, 1.7, 58.3
158.4, 1.7, 58.7
159.0, 1.7, 59.1
159.5, 1.7, 59.5
160.1, 1.7, 60.0
160.7, 1.7, 60.4
161.3, 1.7, 60.8
161.8, 1.7, 61.3
162.4, 1.7, 61.7
162.8, 1.7, 62.0
163.4, 1.7, 62.5
163.9, 1.7, 62.9
164.5, 1.7, 63.3
165.0, 1.7, 63.8
165.7, 1.7, 64.4
166.2, 1.7, 64.8
166.8, 1.7, 65.3
166.8, 1.7, 65.3
167.7, 1.7, 66.1
168.2, 1.7, 66.6
168.9, 1.7, 67.2
169.4, 1.7, 67.7
169.9, 1.7, 68.2
170.4, 1.7, 68.7
170.9, 1.7, 69.2
171.4, 1.7, 69.8
171.9, 1.7, 70.3
172.3, 1.7, 70.8
172.9, 1.7, 71.5
173.3, 1.7, 72.1
173.3, 1.7, 72.1
173.8, 1.7, 72.8
174.3, 1.7, 73.5
174.7, 1.7, 74.1
175.1, 1.7, 74.7
175.5, 1.7, 75.3
175.9, 1.7, 76.1
176.2, 1.7, 76.6
176.6, 1.7, 77.4
176.9, 1.7, 78.0
177.2, 1.7, 78.7
177.5, 1.7, 79.3
177.8, 1.7, 80.0
177.8, 1.7, 80.0
178.2, 1.7, 81.0
178.6, 1.7, 82.0
178.9, 1.7, 83.0
178.9, 1.7, 83.0
179.3, 1.7, 84.2
179.3, 1.7, 84.2
179.6, 1.7, 85.0
179.9, 1.7, 86.1
179.9, 1.7, 86.1
180.1, 1.7, 86.9
180.3, 1.7, 88.0
180.3, 1.7, 88.0
180.6, 1.7, 89.0
180.7, 1.7, 89.9
180.7, 1.7, 89.9
180.9, 1.7, 90.9
181.0, 1.7, 91.8
181.0, 1.7, 91.8
181.1, 1.7, 93.1
181.1, 1.7, 93.1
181.2, 1.7, 94.3
181.2, 1.7, 95.2
181.1, 1.7, 96.1
181.1, 1.7, 96.1
181.1, 1.7, 97.2
181.0, 1.7, 98.1
181.0, 1.7, 98.1
181.0, 1.7, 99.0
180.9, 1.7, 99.8
180.8, 1.7, 100.6 
180.8, 1.7, 100.6 
180.6, 1.7, 101.6 
180.4, 1.7, 102.5 
180.2, 1.7, 103.2 
180.1, 1.7, 103.9 
179.8, 1.7, 104.7 
179.6, 1.7, 105.4 
179.4, 1.7, 106.1 
179.2, 1.7, 106.8 
178.9, 1.7, 107.4 
178.6, 1.7, 108.1 
178.3, 1.7, 108.9 
178.0, 1.7, 109.6 
177.6, 1.7, 110.4 
177.1, 1.7, 111.3 
177.1, 1.7, 111.3 
176.6, 1.7, 112.2 
176.1, 1.7, 113.0 
175.8, 1.7, 113.6 
175.4, 1.7, 114.3 
175.0, 1.7, 114.9 
174.4, 1.7, 115.9 
174.4, 1.7, 115.9 
172.8, 1.7, 118.5 
172.8, 1.7, 118.5 
172.8, 1.7, 118.5 
171.9, 1.7, 119.9 
171.5, 1.7, 120.4 
171.0, 1.7, 121.2 
170.4, 1.7, 121.9 
170.1, 1.7, 122.3 
169.8, 1.7, 122.8 
169.4, 1.7, 123.4 
169.0, 1.7, 123.9 
168.5, 1.7, 124.5 
168.1, 1.7, 125.1 
167.6, 1.7, 125.6 
167.2, 1.7, 126.2 
166.7, 1.7, 126.7 
166.1, 1.7, 127.4 
166.1, 1.7, 127.4 
165.4, 1.7, 128.2 
164.9, 1.7, 128.9 
164.9, 1.7, 128.9 
164.3, 1.7, 129.5 
163.7, 1.7, 130.2 
163.2, 1.7, 130.7 
163.2, 1.7, 130.7 
162.4, 1.7, 131.5 
161.3, 1.7, 132.6 
161.3, 1.7, 132.6 
161.3, 1.7, 132.6 
160.2, 1.7, 133.8 
159.5, 1.7, 134.4 
159.5, 1.7, 134.4 
158.6, 1.7, 135.3 
158.1, 1.7, 135.7 
158.1, 1.7, 135.7 
157.2, 1.7, 136.6 
155.7, 1.7, 137.9 
155.3, 1.7, 138.2 
154.3, 1.7, 139.0 
154.3, 1.7, 139.0 
152.3, 1.7, 140.5 
152.3, 1.7, 140.5 
152.3, 1.7, 140.5 
150.7, 1.7, 141.8 
150.7, 1.7, 141.8 
149.5, 1.7, 142.7 
149.5, 1.7, 142.7 
148.2, 1.7, 143.6 
148.2, 1.7, 143.6 
148.2, 1.7, 143.6 
146.8, 1.7, 144.6 
146.0, 1.7, 145.1 
146.0, 1.7, 145.1 
145.1, 1.7, 145.7 
144.2, 1.7, 146.3 
144.2, 1.7, 146.3 
143.3, 1.7, 146.8 
143.3, 1.7, 146.8 
142.2, 1.7, 147.5 
141.6, 1.7, 147.8 
140.8, 1.7, 148.3 
140.2, 1.7, 148.6 
139.3, 1.7, 149.1 
139.3, 1.7, 149.1 
138.2, 1.7, 149.7 
138.2, 1.7, 149.7 
137.2, 1.7, 150.2 
136.5, 1.7, 150.7 
135.8, 1.7, 151.0 
135.0, 1.7, 151.4 
134.2, 1.7, 151.7 
134.2, 1.7, 151.7 
133.1, 1.7, 152.3 
133.1, 1.7, 152.3 
131.9, 1.7, 152.8 
131.9, 1.7, 152.8 
131.0, 1.7, 153.2 
130.0, 1.7, 153.6 
130.0, 1.7, 153.6 
129.0, 1.7, 154.0 
129.0, 1.7, 154.0 
127.8, 1.7, 154.5 
127.8, 1.7, 154.5 
126.6, 1.7, 154.9 
126.6, 1.7, 154.9 
125.5, 1.7, 155.4 
125.5, 1.7, 155.4 
124.3, 1.7, 155.8 
123.3, 1.7, 156.1 
123.3, 1.7, 156.1 
122.1, 1.7, 156.5 
122.1, 1.7, 156.5 
121.1, 1.7, 156.8 
121.1, 1.7, 156.8 
120.0, 1.7, 157.1 
119.2, 1.7, 157.3 
118.3, 1.7, 157.5 
118.3, 1.7, 157.5 
117.1, 1.7, 157.8 
117.1, 1.7, 157.8 
115.7, 1.7, 158.2 
115.7, 1.7, 158.2 
114.6, 1.7, 158.4 
113.6, 1.7, 158.6 
113.6, 1.7, 158.6 
112.5, 1.7, 158.9 
112.5, 1.7, 158.9 
111.5, 1.7, 159.1 
111.0, 1.7, 159.1 
110.1, 1.7, 159.3 
109.2, 1.7, 159.4 
108.5, 1.7, 159.6 
108.0, 1.7, 159.6 
107.1, 1.7, 159.8 
106.2, 1.7, 159.9 
105.7, 1.7, 159.9 
104.8, 1.7, 160.1 
103.9, 1.7, 160.2 
103.9, 1.7, 160.2 
102.8, 1.7, 160.3 
102.8, 1.7, 160.3 
101.6, 1.7, 160.4 
101.6, 1.7, 160.4 
100.3, 1.7, 160.5 
100.3, 1.7, 160.5 
99.3, 1.7, 160.6
98.2, 1.7, 160.6
98.2, 1.7, 160.6
96.9, 1.7, 160.7
96.9, 1.7, 160.7
95.9, 1.7, 160.8
95.0, 1.7, 160.8
95.0, 1.7, 160.8
93.9, 1.7, 160.8
93.2, 1.7, 160.8
92.5, 1.7, 160.8
91.6, 1.7, 160.8
90.9, 1.7, 160.7
90.3, 1.7, 160.7
89.2, 1.7, 160.6
89.2, 1.7, 160.6
88.2, 1.7, 160.5
87.3, 1.7, 160.3
87.3, 1.7, 160.3
86.2, 1.7, 160.2
85.5, 1.7, 160.1
84.8, 1.7, 160.0
84.8, 1.7, 160.0
83.7, 1.7, 159.9
82.8, 1.7, 159.7
82.0, 1.7, 159.6
81.3, 1.7, 159.5
80.5, 1.7, 159.4
79.8, 1.7, 159.3
79.0, 1.7, 159.2
79.0, 1.7, 159.2
77.9, 1.7, 159.1
77.0, 1.7, 158.9
76.3, 1.7, 158.8
75.6, 1.7, 158.7
74.5, 1.7, 158.6
74.5, 1.7, 158.6
73.3, 1.7, 158.4
72.6, 1.7, 158.3
71.7, 1.7, 158.2
71.2, 1.7, 158.1
70.1, 1.7, 157.9
69.6, 1.7, 157.8
69.6, 1.7, 157.8
68.4, 1.7, 157.7
67.7, 1.7, 157.5
66.9, 1.7, 157.4
66.2, 1.7, 157.3
65.5, 1.7, 157.2
64.8, 1.7, 157.1
63.9, 1.7, 156.9
63.1, 1.7, 156.8
63.1, 1.7, 156.8
61.8, 1.7, 156.6
61.8, 1.7, 156.6
60.8, 1.7, 156.4
60.8, 1.7, 156.4
59.7, 1.7, 156.2
59.0, 1.7, 156.0
58.3, 1.7, 155.9
57.4, 1.7, 155.7
56.7, 1.7, 155.6
56.7, 1.7, 155.6
55.5, 1.7, 155.4
54.8, 1.7, 155.2
54.1, 1.7, 155.1
53.0, 1.7, 154.9
53.0, 1.7, 154.9
52.0, 1.7, 154.7
51.1, 1.7, 154.5
51.1, 1.7, 154.5
50.1, 1.7, 154.3
49.4, 1.7, 154.1
48.7, 1.7, 154.0
47.8, 1.7, 153.8
47.3, 1.7, 153.6
46.4, 1.7, 153.4
45.7, 1.7, 153.2
44.9, 1.7, 152.9
44.2, 1.7, 152.7
43.4, 1.7, 152.4
42.7, 1.7, 152.2
42.7, 1.7, 152.2
41.7, 1.7, 151.8
41.0, 1.7, 151.5
40.4, 1.7, 151.3
39.5, 1.7, 150.9
39.5, 1.7, 150.9
38.5, 1.7, 150.5
37.7, 1.7, 150.2
37.1, 1.7, 149.9
37.1, 1.7, 149.9
35.9, 1.7, 149.4
35.3, 1.7, 149.1
34.8, 1.7, 148.9
33.9, 1.7, 148.6
33.3, 1.7, 148.3
32.6, 1.7, 148.0
32.6, 1.7, 148.0
31.5, 1.7, 147.5
31.5, 1.7, 147.5
30.5, 1.7, 147.1
29.7, 1.7, 146.7
29.7, 1.7, 146.7
28.8, 1.7, 146.4
28.0, 1.7, 146.0
27.4, 1.7, 145.8
26.5, 1.7, 145.4
25.9, 1.7, 145.1
25.2, 1.7, 144.8
24.6, 1.7, 144.6
23.6, 1.7, 144.1
23.6, 1.7, 144.1
22.4, 1.7, 143.6
21.8, 1.7, 143.4
21.1, 1.7, 143.1
20.5, 1.7, 142.8
20.0, 1.7, 142.6
19.2, 1.7, 142.2
18.5, 1.7, 141.9
17.9, 1.7, 141.6
17.0, 1.7, 141.2
17.0, 1.7, 141.2
15.6, 1.7, 140.6
14.8, 1.7, 140.2
13.9, 1.7, 139.8
13.9, 1.7, 139.8
13.0, 1.7, 139.3
12.2, 1.7, 139.0
12.2, 1.7, 139.0
11.4, 1.7, 138.6
10.5, 1.7, 138.2
10.5, 1.7, 138.2
9.6, 1.7, 137.7
8.9, 1.7, 137.4
8.9, 1.7, 137.4
8.0, 1.7, 137.0
7.3, 1.7, 136.7
6.5, 1.7, 136.3
5.9, 1.7, 136.0
5.2, 1.7, 135.7
4.6, 1.7, 135.4
3.9, 1.7, 135.1
3.3, 1.7, 134.8
2.3, 1.7, 134.3
2.3, 1.7, 134.3
1.4, 1.7, 133.8
0.6, 1.7, 133.4
0.6, 1.7, 133.4
-0.4, 1.7, 132.9
-1.2, 1.7, 132.5
-1.2, 1.7, 132.5
-2.2, 1.7, 132.0
-3.0, 1.7, 131.6
-3.6, 1.7, 131.3
-4.4, 1.7, 130.9
-5.0, 1.7, 130.6
-5.0, 1.7, 130.6
-6.2, 1.7, 130.0
-6.8, 1.7, 129.7
-6.8, 1.7, 129.7
-7.9, 1.7, 129.1
-8.5, 1.7, 128.8
-9.3, 1.7, 128.3
-9.3, 1.7, 128.3
-10.3, 1.7, 127.8 
-11.1, 1.7, 127.4 
-11.9, 1.7, 127.0 
-11.9, 1.7, 127.0 
-12.8, 1.7, 126.5 
-12.8, 1.7, 126.5 
-13.9, 1.7, 125.9 
-14.7, 1.7, 125.5 
-14.7, 1.7, 125.5 
-15.8, 1.7, 124.9 
-16.4, 1.7, 124.6 
-17.0, 1.7, 124.2 
-17.7, 1.7, 123.9 
-18.3, 1.7, 123.5 
-19.1, 1.7, 123.1 
-19.7, 1.7, 122.7 
-20.3, 1.7, 122.4 
-20.8, 1.7, 122.1 
-21.6, 1.7, 121.7 
-22.2, 1.7, 121.3 
-22.8, 1.7, 121.0 
-23.7, 1.7, 120.5 
-24.4, 1.7, 120.1 
-24.4, 1.7, 120.1 
-25.4, 1.7, 119.5 
-25.4, 1.7, 119.5 
-26.2, 1.7, 119.0 
-27.0, 1.7, 118.6 
-27.6, 1.7, 118.2 
-28.2, 1.7, 117.9 
-28.8, 1.7, 117.5 
-29.6, 1.7, 117.0 
-30.2, 1.7, 116.7 
-30.2, 1.7, 116.7 
-31.3, 1.7, 116.0 
-31.3, 1.7, 116.0 
-32.0, 1.7, 115.5 
-32.8, 1.7, 115.1 
-33.4, 1.7, 114.7 
-34.0, 1.7, 114.3 
-34.6, 1.7, 113.9 
-35.3, 1.7, 113.4 
-35.3, 1.7, 113.4 
-36.0, 1.7, 112.8 
-36.8, 1.7, 112.3 
-36.8, 1.7, 112.3 
-37.7, 1.7, 111.7 
-38.2, 1.7, 111.3 
-38.8, 1.7, 110.9 
-39.8, 1.7, 110.1 
-40.4, 1.7, 109.7 
-41.0, 1.7, 109.3 
-41.5, 1.7, 108.8 
-42.3, 1.7, 108.3 
-42.8, 1.7, 107.9 
-43.4, 1.7, 107.4 
-43.8, 1.7, 107.1 
-44.7, 1.7, 106.5 
-45.2, 1.7, 106.0 
-46.0, 1.7, 105.5 
-46.5, 1.7, 105.1 
-47.2, 1.7, 104.5 
-47.2, 1.7, 104.5 
-48.1, 1.7, 103.9 
